-138,-330,-1310.0,-117
-141,-333,-1307.0,-119
-144,-338,-1324.0,-122
-145,-340,-1331.0,-123
-148,-313,-1341.0,-124
-150,-303,-1342.0,-127
-152,-305,-1358.0,-128
-155,-308,-1358.0,-129
-156,-311,-1385.0,-130
-159,-314,-1407.0,-130
-160,-322,-1414.0,-133
-153,-330,-1423.0,-134
-155,-332,-1428.0,-136
-156,-340,-1452.0,-138
-158,-348,-1462.0,-140
-161,-353,-1472.0,-143
-163,-361,-1482.0,-146
-165,-361,-1492.0,-149
-166,-353,-1519.0,-152
-167,-356,-1544.0,-149
-168,-359,-1549.0,-150
-170,-364,-1576.0,-151
-171,-367,-1588.0,-153
-172,-370,-1490.0,-155
-173,-375,-1512.0,-156
-176,-363,-1532.0,-159
-175,-360,-1559.0,-160
-177,-360,-1569.0,-161
-180,-365,-1581.0,-164
-183,-370,-1598.0,-166
-184,-375,-1608.0,-168
-186,-373,-1622.0,-170
-188,-376,-1614.0,-173
-189,-381,-1626.0,-171
-191,-386,-1650.0,-172
-189,-391,-1660.0,-173
-191,-396,-1664.0,-174
-189,-399,-1683.0,-177
-191,-397,-1683.0,-179
-194,-402,-1684.0,-180
-197,-395,-1704.0,-182
-200,-403,-1714.0,-184
-202,-408,-1724.0,-185
-205,-416,-1721.0,-187
-208,-419,-1745.0,-190
-211,-424,-1765.0,-193
-213,-429,-1772.0,-196
-204,-422,-1782.0,-197
-196,-427,-1797.0,-200
-198,-430,-1807.0,-201
-200,-435,-1824.0,-203
-202,-440,-1824.0,-206
-204,-443,-1834.0,-207
-205,-446,-1844.0,-208
-207,-451,-1849.0,-210
-209,-456,-1861.0,-212
-212,-461,-1865.0,-214
-214,-469,-1860.0,-215
-217,-471,-1887.0,-218
-220,-474,-1897.0,-219
-212,-479,-1917.0,-221
-215,-482,-1931.0,-222
-218,-490,-1951.0,-223
-220,-498,-1961.0,-225
-220,-506,-1981.0,-227
-223,-509,-1991.0,-230
-226,-514,-2001.0,-228
-225,-517,-2021.0,-230
-226,-522,-2016.0,-231
-228,-525,-2023.0,-234
-229,-525,-2030.0,-235
-230,-530,-2042.0,-237
-231,-533,-2052.0,-239
-232,-541,-2061.0,-242
-233,-543,-2088.0,-245
-236,-548,-2099.0,-247
-235,-553,-2104.0,-250
-237,-553,-2118.0,-250
-238,-558,-2125.0,-252
-240,-561,-2122.0,-250
-242,-564,-2134.0,-248
-244,-569,-2144.0,-249
-246,-574,-2159.0,-249
-247,-582,-2166.0,-251
-250,-584,-2176.0,-254
-252,-587,-2196.0,-255
-253,-595,-2206.0,-255
-244,-598,-2228.0,-256
-247,-596,-2228.0,-258
-249,-599,-2225.0,-259
-252,-599,-2245.0,-261
-247,-602,-2255.0,-263
-250,-605,-2269.0,-265
-251,-608,-2268.0,-268
-253,-613,-2275.0,-270
-256,-616,-2274.0,-273
-257,-624,-2286.0,-275
-260,-627,-2293.0,-278
-262,-630,-2303.0,-275
-263,-630,-2315.0,-277
-264,-623,-2325.0,-278
-267,-628,-2330.0,-280
-268,-636,-2332.0,-283
-271,-639,-2349.0,-284
-274,-647,-2349.0,-285
-275,-652,-2366.0,-288
-276,-657,-2376.0,-291
-277,-662,-2406.0,-292
-279,-665,-2436.0,-293
-279,-670,-2448.0,-295
-282,-673,-2458.0,-296
-284,-681,-2473.0,-298
-287,-676,-2490.0,-300
-288,-678,-2500.0,-302
-289,-675,-2522.0,-304
-292,-683,-2532.0,-307
-295,-691,-2532.0,-308
-298,-696,-2554.0,-310
-300,-696,-2564.0,-312
-291,-699,-2569.0,-312
-294,-704,-2576.0,-313
-295,-702,-2585.0,-315
-296,-707,-2607.0,-318
-297,-712,-2627.0,-321
-300,-720,-2637.0,-324
-303,-722,-2656.0,-325
-304,-727,-2666.0,-326
-305,-730,-2683.0,-327
-304,-733,-2698.0,-329
-305,-738,-2720.0,-331
-298,-743,-2740.0,-324
-300,-746,-2755.0,-327
-300,-749,-2769.0,-327
-303,-747,-2776.0,-329
-305,-750,-2785.0,-330
-306,-753,-2802.0,-331
-307,-756,-2822.0,-332
-309,-761,-2842.0,-334
-312,-766,-2852.0,-336
-313,-759,-2862.0,-338
-315,-757,-2887.0,-340
-316,-762,-2894.0,-343
-317,-757,-2911.0,-345
-319,-762,-2911.0,-342
-321,-767,-2938.0,-340
-322,-770,-2958.0,-342
-323,-768,-2952.0,-345
-325,-766,-2967.0,-347
-328,-766,-2984.0,-348
-331,-769,-2991.0,-350
-334,-774,-3003.0,-350
-335,-777,-3018.0,-353
-337,-780,-3048.0,-356
-338,-780,-3065.0,-357
-339,-785,-3065.0,-358
-341,-790,-3062.0,-359
-342,-793,-3074.0,-362
-340,-796,-3084.0,-360
-341,-791,-3114.0,-363
-343,-789,-3129.0,-364
-344,-792,-3156.0,-365
-345,-797,-3156.0,-366
-345,-802,-3166.0,-369
-348,-810,-3188.0,-371
-351,-815,-3198.0,-374
-354,-823,-3210.0,-375
-356,-823,-3227.0,-376
-359,-828,-3227.0,-379
-361,-833,-3252.0,-372
-363,-841,-3269.0,-370
-366,-846,-3274.0,-371
-369,-851,-3298.0,-372
-371,-854,-3310.0,-375
-374,-854,-3307.0,-378
-376,-854,-3317.0,-380
-368,-859,-3327.0,-382
-371,-867,-3337.0,-383
-364,-870,-3347.0,-384
-366,-878,-3344.0,-387
-369,-878,-3351.0,-389
-370,-881,-3358.0,-390
-371,-886,-3377.0,-393
-374,-891,-3394.0,-396
-377,-893,-3399.0,-398
-378,-901,-3409.0,-401
-380,-901,-3418.0,-403
-382,-901,-3428.0,-405
-383,-904,-3448.0,-407
-385,-909,-3465.0,-409
-386,-917,-3485.0,-412
-388,-914,-3505.0,-411
-389,-919,-3527.0,-414
-391,-922,-3536.0,-411
-394,-924,-3548.0,-412
-392,-927,-3568.0,-414
-393,-935,-3562.0,-413
-394,-933,-3572.0,-415
-394,-938,-3589.0,-407
-395,-943,-3601.0,-408
-386,-946,-3621.0,-410
-389,-954,-3621.0,-408
-386,-962,-3641.0,-408
-383,-970,-3641.0,-400
-385,-973,-3643.0,-402
-377,-973,-3673.0,-405
-378,-981,-3674.0,-407
-380,-989,-3594.0,-410
-383,-997,-3609.0,-413
-384,-1000,-3619.0,-414
-386,-992,-3631.0,-415
-387,-1000,-3642.0,-418
-388,-1005,-3659.0,-411
-389,-1013,-3666.0,-412
-392,-1011,-3668.0,-413
-392,-1014,-3678.0,-414
-395,-1019,-3688.0,-415
-397,-1027,-3699.0,-413
-400,-1032,-3716.0,-416
-401,-1035,-3741.0,-414
-403,-1038,-3743.0,-416
-405,-1043,-3751.0,-413
-407,-1043,-3771.0,-411
-409,-1046,-3778.0,-413
-412,-1044,-3785.0,-415
-414,-1049,-3787.0,-417
-415,-1052,-3797.0,-418
-418,-1057,-3808.0,-420
-420,-1062,-3805.0,-421
-422,-1060,-3815.0,-418
-424,-1065,-3830.0,-420
-425,-1070,-3860.0,-421
-427,-1073,-3880.0,-423
-424,-1081,-3882.0,-425
-425,-1071,-3892.0,-428
-427,-1074,-3901.0,-431
-429,-1069,-3898.0,-434
-432,-1072,-3928.0,-437
-434,-1065,-3938.0,-438
-435,-1070,-3968.0,-439
-438,-1075,-3985.0,-442
-439,-1078,-3981.0,-443
-441,-1081,-3975.0,-445
-444,-1084,-3982.0,-446
-445,-1087,-3987.0,-447
-447,-1087,-3996.0,-449
-448,-1092,-3996.0,-450
-449,-1100,-4016.0,-448
-450,-1105,-4033.0,-451
-452,-1108,-4043.0,-453
-453,-1111,-4065.0,-454
-454,-1109,-4080.0,-456
-456,-1112,-4080.0,-457
-457,-1112,-4097.0,-460
-459,-1114,-4092.0,-463
-460,-1119,-4097.0,-464
-463,-1124,-4117.0,-466
-464,-1129,-4137.0,-469
-465,-1132,-4150.0,-470
-467,-1135,-4167.0,-467
-469,-1134,-4177.0,-468
-471,-1132,-4192.0,-469
-473,-1140,-4197.0,-472
-475,-1148,-4207.0,-473
-478,-1151,-4229.0,-471
-481,-1146,-4229.0,-474
-484,-1151,-4228.0,-475
-486,-1159,-4243.0,-477
-489,-1167,-4258.0,-478
-492,-1175,-4272.0,-480
-490,-1178,-4282.0,-483
-491,-1170,-4284.0,-484
-493,-1173,-4304.0,-486
-496,-1176,-4314.0,-487
-494,-1181,-4313.0,-490
-491,-1171,-4303.0,-483
-492,-1176,-4310.0,-484
-493,-1181,-4312.0,-485
-494,-1189,-4316.0,-486
-496,-1197,-4338.0,-489
-498,-1202,-4343.0,-492
-499,-1207,-4365.0,-495
-499,-1212,-4367.0,-497
-501,-1217,-4369.0,-500
-504,-1220,-4388.0,-495
-505,-1222,-4388.0,-498
-507,-1225,-4400.0,-494
-509,-1228,-4420.0,-493
-510,-1230,-4425.0,-494
-513,-1235,-4447.0,-495
-514,-1240,-4449.0,-497
-515,-1243,-4464.0,-498
-517,-1236,-4474.0,-501
-516,-1244,-4491.0,-503
-519,-1252,-4491.0,-506
-520,-1257,-4505.0,-507
-520,-1262,-4515.0,-508
-522,-1270,-4522.0,-505
-525,-1275,-4527.0,-506
-526,-1273,-4544.0,-508
-527,-1278,-4563.0,-508
-525,-1283,-4573.0,-511
-528,-1288,-4590.0,-513
-529,-1296,-4605.0,-515
-530,-1299,-4620.0,-516
-531,-1297,-4614.0,-517
-532,-1305,-4624.0,-518
-535,-1313,-4641.0,-519
-533,-1316,-4632.0,-521
-536,-1324,-4642.0,-519
-537,-1324,-4624.0,-522
-538,-1327,-4639.0,-525
-541,-1332,-4664.0,-525
-543,-1337,-4668.0,-527
-546,-1345,-4663.0,-530
-549,-1350,-4673.0,-527
-551,-1358,-4693.0,-529
-552,-1361,-4689.0,-532
-555,-1359,-4689.0,-535
-556,-1359,-4706.0,-537
-559,-1242,-4720.0,-540
-561,-1242,-4745.0,-542
-558,-1247,-4765.0,-545
-560,-1247,-4771.0,-548
-562,-1255,-4776.0,-549
-564,-1252,-4793.0,-552
-566,-1257,-4807.0,-554
-558,-1260,-4821.0,-557
-561,-1263,-4821.0,-559
-562,-1246,-4833.0,-551
-565,-1245,-4848.0,-553
-566,-1240,-4858.0,-555
-569,-1243,-4868.0,-557
-571,-1246,-4875.0,-560
-572,-1241,-4885.0,-563
-573,-1246,-4897.0,-564
-575,-1249,-4912.0,-567
-577,-1252,-4919.0,-570
-580,-1255,-4934.0,-568
-581,-1258,-4949.0,-570
-579,-1263,-4959.0,-562
-581,-1266,-4966.0,-564
-579,-1271,-4976.0,-566
-580,-1271,-4980.0,-568
-582,-1274,-4990.0,-569
-584,-1277,-5005.0,-567
-587,-1280,-5012.0,-568
-590,-1288,-5012.0,-566
-591,-1288,-5022.0,-568
-593,-1293,-5027.0,-571
-594,-1286,-5046.0,-573
-595,-1291,-5073.0,-574
-597,-1284,-5083.0,-575
-600,-1289,-5103.0,-578
-602,-1289,-5105.0,-577
-603,-1282,-5110.0,-578
-604,-1287,-5125.0,-573
-605,-1290,-5132.0,-574
-606,-1292,-5156.0,-576
-598,-1297,-5176.0,-577
-601,-1302,-5183.0,-578
-593,-1297,-5188.0,-581
-596,-1300,-5185.0,-582
-598,-1303,-5187.0,-574
-601,-1308,-5201.0,-576
-599,-1313,-5203.0,-577
-602,-1318,-5210.0,-578
-605,-1323,-5224.0,-581
-607,-1331,-5243.0,-584
-610,-1336,-5245.0,-587
-612,-1326,-5250.0,-588
-613,-1329,-5272.0,-589
-616,-1332,-5281.0,-590
-618,-1340,-5301.0,-591
-616,-1343,-5328.0,-594
-617,-1348,-5320.0,-596
-612,-1348,-5337.0,-598
-609,-1351,-5344.0,-595
-610,-1331,-5351.0,-596
-612,-1336,-5361.0,-599
-614,-1341,-5371.0,-601
-605,-1346,-5383.0,-599
-606,-1346,-5390.0,-600
-608,-1351,-5410.0,-601
-609,-1356,-5420.0,-603
-611,-1356,-5430.0,-605
-611,-1356,-5440.0,-606
-614,-1359,-5445.0,-608
-615,-1367,-5455.0,-609
-615,-1370,-5465.0,-607
-614,-1370,-5485.0,-610
-617,-1370,-5505.0,-612
-619,-1375,-5515.0,-614
-620,-1377,-5534.0,-607
-623,-1380,-5561.0,-610
-624,-1385,-5576.0,-611
-627,-1388,-5586.0,-614
-629,-1391,-5603.0,-613
-620,-1376,-5623.0,-613
-623,-1379,-5632.0,-616
-625,-1382,-5639.0,-618
-626,-1385,-5656.0,-620
-627,-1388,-5661.0,-618
-629,-1388,-5656.0,-621
-626,-1385,-5663.0,-624
-627,-1388,-5675.0,-627
-630,-1396,-5672.0,-629
-631,-1401,-5694.0,-632
-634,-1406,-5705.0,-633
-636,-1411,-5719.0,-634
-639,-1416,-5719.0,-637
-640,-1421,-5729.0,-638
-641,-1429,-5739.0,-641
-644,-1432,-5736.0,-643
-647,-1437,-5750.0,-644
-649,-1440,-5757.0,-647
-651,-1443,-5772.0,-648
-653,-1451,-5772.0,-648
-654,-1454,-5776.0,-646
-656,-1454,-5788.0,-647
-659,-1462,-5795.0,-650
-662,-1462,-5805.0,-652
-664,-1459,-5825.0,-653
-665,-1462,-5835.0,-656
-667,-1457,-5859.0,-658
-670,-1459,-5769.0,-659
-671,-1462,-5786.0,-657
-673,-1465,-5796.0,-660
-674,-1458,-5826.0,-658
-672,-1451,-5846.0,-659
-670,-1439,-5863.0,-660
-671,-1441,-5864.0,-662
-674,-1443,-5876.0,-663
-677,-1440,-5903.0,-661
-679,-1440,-5913.0,-664
-681,-1448,-5925.0,-656
-679,-1451,-5935.0,-659
-682,-1459,-5959.0,-662
-685,-1467,-5986.0,-663
-687,-1470,-5993.0,-665
-689,-1475,-6020.0,-667
-692,-1480,-6033.0,-668
-693,-1483,-6042.0,-670
-693,-1486,-6047.0,-669
-694,-1486,-6072.0,-670
-695,-1494,-6089.0,-673
-698,-1497,-6099.0,-675
-691,-1505,-6121.0,-678
-692,-1502,-6128.0,-680
-693,-1507,-6148.0,-678
-694,-1512,-6160.0,-680
-697,-1517,-6142.0,-681
-698,-1522,-6159.0,-684
-701,-1527,-6166.0,-685
-703,-1532,-6163.0,-687
-694,-1530,-6183.0,-690
-696,-1532,-6208.0,-691
-697,-1535,-6218.0,-692
-700,-1540,-6238.0,-684
-702,-1535,-6248.0,-686
-705,-1533,-6258.0,-687
-707,-1536,-6280.0,-689
-709,-1544,-6292.0,-688
-712,-1549,-6302.0,-691
-709,-1552,-6319.0,-693
-710,-1560,-6331.0,-695
-712,-1563,-6340.0,-687
-714,-1568,-6350.0,-689
-715,-1576,-6347.0,-691
-717,-1576,-6354.0,-693
-719,-1584,-6374.0,-695
-717,-1584,-6384.0,-697
-719,-1587,-6391.0,-698
-721,-1592,-6406.0,-691
-722,-1597,-6420.0,-693
-725,-1602,-6432.0,-692
-723,-1607,-6452.0,-693
-724,-1610,-6457.0,-693
-727,-1615,-6477.0,-694
-728,-1617,-6486.0,-697
-730,-1622,-6480.0,-699
-722,-1617,-6490.0,-701
-725,-1622,-6510.0,-698
-717,-1625,-6515.0,-699
-717,-1628,-6518.0,-700
-718,-1636,-6515.0,-702
-720,-1636,-6525.0,-699
-720,-1639,-6540.0,-701
-722,-1644,-6559.0,-699
-724,-1652,-6576.0,-700
-726,-1655,-6583.0,-701
-727,-1658,-6608.0,-701
-720,-1661,-6625.0,-699
-711,-1663,-6652.0,-702
-714,-1666,-6679.0,-704
-715,-1671,-6681.0,-706
-718,-1676,-6696.0,-707
-721,-1681,-6720.0,-708
-721,-1689,-6732.0,-709
-719,-1692,-6756.0,-711
-721,-1687,-6781.0,-714
-723,-1692,-6783.0,-715
-726,-1697,-6803.0,-718
-729,-1702,-6800.0,-720
-732,-1707,-6801.0,-721
-733,-1709,-6811.0,-724
-734,-1709,-6805.0,-717
-737,-1704,-6817.0,-717
-737,-1709,-6832.0,-717
-738,-1692,-6839.0,-718
-739,-1697,-6849.0,-716
-742,-1700,-6859.0,-717
-743,-1703,-6889.0,-720
-745,-1708,-6919.0,-723
-748,-1713,-6949.0,-719
-750,-1718,-6958.0,-712
-752,-1721,-6975.0,-714
-755,-1729,-6977.0,-713
-754,-1727,-6996.0,-716
-755,-1727,-7013.0,-718
-758,-1732,-7030.0,-719
-759,-1740,-7030.0,-720
-761,-1728,-7047.0,-722
-762,-1733,-7049.0,-722
-763,-1736,-7069.0,-725
-764,-1741,-7089.0,-727
-765,-1744,-7088.0,-728
-765,-1749,-7095.0,-720
-768,-1752,-7095.0,-721
-771,-1757,-7110.0,-722
-772,-1760,-7130.0,-724
-775,-1763,-7125.0,-719
-778,-1768,-7139.0,-722
-768,-1771,-7156.0,-724
-770,-1779,-7173.0,-727
-773,-1782,-7188.0,-714
-774,-1784,-7198.0,-717
-767,-1789,-7209.0,-719
-769,-1792,-7214.0,-722
-771,-1795,-7214.0,-723
-772,-1778,-7231.0,-724
-774,-1783,-7230.0,-727
-776,-1786,-7235.0,-729
-777,-1794,-7245.0,-726
-778,-1799,-7252.0,-723
-779,-1807,-7254.0,-725
-781,-1805,-7264.0,-727
-782,-1810,-7258.0,-730
-780,-1800,-7283.0,-731
-783,-1803,-7295.0,-732
-786,-1801,-7310.0,-734
-788,-1806,-7340.0,-736
-789,-1811,-7336.0,-728
-791,-1816,-7338.0,-729
-794,-1821,-7350.0,-731
-796,-1813,-7370.0,-728
-797,-1816,-7375.0,-731
-800,-1801,-7379.0,-734
-802,-1806,-7393.0,-736
-805,-1809,-7415.0,-737
-806,-1814,-7425.0,-738
-808,-1819,-7402.0,-741
-808,-1816,-7402.0,-734
-811,-1818,-7411.0,-726
-814,-1820,-7421.0,-722
-817,-1825,-7443.0,-720
-818,-1828,-7464.0,-722
-820,-1831,-7464.0,-725
-823,-1836,-7489.0,-725
-824,-1839,-7494.0,-728
-826,-1844,-7501.0,-731
-828,-1849,-7506.0,-732
-829,-1852,-7530.0,-733
-831,-1852,-7534.0,-736
-832,-1857,-7553.0,-739
-833,-1860,-7563.0,-740
-834,-1863,-7570.0,-743
-834,-1866,-7587.0,-745
-837,-1864,-7604.0,-748
-840,-1867,-7614.0,-749
-843,-1852,-7631.0,-751
-844,-1850,-7641.0,-742
-841,-1855,-7671.0,-745
-844,-1863,-7681.0,-745
-847,-1871,-7696.0,-748
-848,-1864,-7706.0,-749
-851,-1872,-7711.0,-750
-854,-1880,-7728.0,-751
-855,-1888,-7728.0,-753
-857,-1893,-7738.0,-755
-856,-1898,-7745.0,-758
-858,-1906,-7772.0,-759
-861,-1899,-7781.0,-762
-859,-1902,-7811.0,-764
-861,-1907,-7836.0,-766
-858,-1905,-7846.0,-768
-840,-1908,-7863.0,-770
-842,-1908,-7873.0,-773
-840,-1916,-7883.0,-776
-841,-1924,-7910.0,-779
-838,-1929,-7937.0,-778
-838,-1934,-7927.0,-781
-839,-1939,-7957.0,-783
-836,-1944,-7962.0,-786
-829,-1944,-7977.0,-787
-830,-1947,-7974.0,-789
-831,-1955,-7988.0,-791
-834,-1953,-8008.0,-793
-837,-1956,-8018.0,-794
-839,-1956,-8022.0,-795
-839,-1951,-8047.0,-796
-840,-1956,-8067.0,-798
-843,-1964,-8072.0,-800
-846,-1969,-8089.0,-801
-849,-1971,-8106.0,-802
-852,-1979,-8113.0,-803
-855,-1982,-8138.0,-804
-857,-1987,-8143.0,-806
-860,-1982,-8170.0,-808
-861,-1990,-8170.0,-811
-863,-1993,-8170.0,-814
-865,-1998,-8172.0,-814
-867,-1983,-8172.0,-817
-868,-1986,-8169.0,-818
-870,-1994,-8199.0,-820
-873,-1997,-8210.0,-823
-870,-2002,-8222.0,-825
-871,-2007,-8237.0,-827
-873,-2012,-8257.0,-830
-876,-2020,-8267.0,-833
-878,-2020,-8271.0,-836
-880,-2013,-8288.0,-838
-882,-2016,-8305.0,-840
-884,-2016,-8290.0,-842
-886,-2011,-8309.0,-845
-889,-2014,-8306.0,-847
-892,-2019,-8315.0,-850
-893,-2021,-8325.0,-852
-894,-2029,-8337.0,-852
-896,-2032,-8351.0,-854
-895,-2025,-8351.0,-855
-897,-2025,-8361.0,-858
-900,-2033,-8368.0,-861
-903,-2036,-8365.0,-862
-904,-2041,-8385.0,-863
-905,-2044,-8402.0,-865
-907,-2039,-8422.0,-861
-910,-2034,-8437.0,-864
-913,-2039,-8437.0,-865
-914,-2044,-8452.0,-866
-915,-2049,-8469.0,-869
-918,-2054,-8475.0,-862
-920,-2057,-8495.0,-863
-919,-2055,-8519.0,-866
-920,-2058,-8541.0,-868
-921,-2061,-8551.0,-869
-923,-2064,-8563.0,-872
-926,-2067,-8593.0,-875
-929,-2072,-8599.0,-878
-931,-2072,-8623.0,-881
-932,-2070,-8633.0,-883
-934,-2075,-8643.0,-884
-935,-2075,-8667.0,-885
-938,-2083,-8669.0,-887
-940,-2078,-8673.0,-889
-936,-2080,-8693.0,-891
-937,-2083,-8693.0,-892
-939,-2088,-8715.0,-893
-937,-2096,-8717.0,-896
-939,-2099,-8731.0,-897
-940,-2107,-8741.0,-897
-942,-2115,-8761.0,-899
-938,-2120,-8768.0,-900
-939,-2125,-8775.0,-903
-936,-2128,-8780.0,-905
-937,-2130,-8799.0,-908
-939,-2133,-8821.0,-909
-940,-2141,-8831.0,-907
-942,-2146,-8841.0,-910
-943,-2144,-8851.0,-912
-945,-2149,-8851.0,-913
-942,-2157,-8871.0,-914
-945,-2165,-8881.0,-916
-946,-2170,-8893.0,-918
-944,-2175,-8903.0,-920
-944,-2178,-8910.0,-923
-945,-2186,-8920.0,-925
-946,-2191,-8925.0,-926
-947,-2194,-8932.0,-929
-945,-2197,-8939.0,-930
-947,-2200,-8944.0,-931
-949,-2205,-8966.0,-934
-947,-2210,-8973.0,-937
-948,-2205,-8980.0,-939
-950,-2208,-8997.0,-940
-953,-2213,-8991.0,-942
-954,-2216,-9003.0,-943
-957,-2219,-9010.0,-942
-960,-2227,-9030.0,-944
-961,-2220,-9050.0,-945
-963,-2225,-9057.0,-948
-966,-2228,-9059.0,-951
-967,-2228,-9069.0,-953
-970,-2236,-9069.0,-955
-973,-2241,-9079.0,-957
-976,-2246,-9081.0,-958
-977,-2249,-9093.0,-958
-979,-2254,-9123.0,-959
-978,-2259,-9127.0,-961
-979,-2264,-9137.0,-962
-980,-2272,-9152.0,-964
-982,-2280,-9163.0,-966
-984,-2288,-9173.0,-968
-987,-2296,-9193.0,-970
-989,-2304,-9210.0,-972
-990,-2309,-9220.0,-973
-993,-2317,-9247.0,-966
-996,-2325,-9267.0,-969
-999,-2333,-9294.0,-969
-1001,-2335,-9304.0,-971
-998,-2337,-9334.0,-973
-1001,-2327,-9341.0,-971
-1003,-2335,-9356.0,-972
-1006,-2340,-9367.0,-973
-1008,-2343,-9377.0,-974
-1011,-2336,-9394.0,-972
-1014,-2339,-9414.0,-974
-1015,-2344,-9424.0,-976
-1017,-2349,-9448.0,-977
-1018,-2357,-9468.0,-979
-1021,-2357,-9488.0,-981
-1024,-2360,-9488.0,-984
-1025,-2365,-9488.0,-986
-1026,-2368,-9505.0,-987
-1028,-2361,-9515.0,-988
-1029,-2364,-9521.0,-989
-1032,-2369,-9523.0,-990
-1035,-2374,-9543.0,-988
-1036,-2379,-9548.0,-991
-1037,-2384,-9575.0,-989
-1039,-2384,-9580.0,-990
-1042,-2386,-9587.0,-991
-1045,-2386,-9601.0,-993
-1046,-2388,-9606.0,-996
-1047,-2385,-9611.0,-998
-1044,-2388,-9626.0,-1000
-1047,-2391,-9636.0,-1003
-1040,-2394,-9666.0,-1005
-1043,-2397,-9686.0,-1008
-1046,-2402,-9711.0,-1007
-1049,-2407,-9721.0,-1008
-1050,-2400,-9741.0,-1011
-1051,-2403,-9761.0,-1008
-1054,-2408,-9768.0,-1011
-1054,-2416,-9793.0,-1012
-1057,-2419,-9810.0,-1012
-1059,-2421,-9824.0,-1014
-1061,-2416,-9834.0,-1017
-1059,-2416,-9861.0,-1020
-1061,-2421,-9876.0,-1021
-1063,-2421,-9888.0,-1023
-1065,-2419,-9915.0,-1025
-1066,-2418,-9930.0,-1026
-1069,-2420,-9942.0,-1027
-1070,-2423,-9934.0,-1030
-1072,-2426,-9940.0,-1031
-1073,-2429,-9940.0,-1032
-1075,-2429,-9946.0,-1035
-1073,-2432,-9953.0,-1038
-1074,-2435,-9960.0,-1040
-1075,-2433,-9977.0,-1041
-1077,-2430,-9977.0,-1043
-1078,-2435,-9984.0,-1044
-1077,-2443,-9994.0,-1047
-1078,-2446,-10009.0,-1049
-1081,-2454,-9998.0,-1051
-1083,-2454,-10005.0,-1054
-1086,-2457,-10011.0,-1057
-1087,-2465,-10038.0,-1059
-1085,-2470,-10048.0,-1060
-1083,-2478,-10048.0,-1063
-1086,-2483,-10072.0,-1064
-1087,-2486,-10084.0,-1065
-1090,-2489,-10094.0,-1066
-1091,-2492,-10124.0,-1068
-1093,-2495,-10139.0,-1071
-1094,-2500,-10144.0,-1074
-1096,-2508,-10164.0,-1076
